index,topYear,rank,trackId,trackName,artistName,albumId,albumName,genres,popularity,tempo,energy,danceability,loudness,speechiness,instrumentalness,duration_ms,valence,explicit,duration_m,topGenre
16,2011,17,4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,4rG0MhkU6UojACJxkMHIXB,Planet Pit (Deluxe Version),"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop dance', 'pop rap']",81,129.024,0.939,0.671,-3.206,0.161,0.0,252306,0.53,False,4.0,pop
17,2011,18,4fINc8dnfcz7AdhFYVA4i7,It Girl,Jason Derulo,31tCg5RXhY5jpagfCPcQa2,Future History (Deluxe Edition),"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",73,91.993,0.718,0.668,-4.736,0.0605,0.0,192200,0.345,False,3.0,pop
18,2011,19,0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,Selena Gomez & The Scene,49yHvRh1cOfLcEKukEP7Ox,When The Sun Goes Down,"['dance pop', 'electropop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'viral pop']",77,117.009,0.678,0.858,-3.87,0.0469,0.0,188453,0.922,False,3.0,pop
19,2011,20,7ks6AZmFcm3Y6PGGxGSmlB,Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,4bTjdxhRRUiWfwj200f9Kl,Nothing but the Beat (Ultimate Edition),"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",73,129.884,0.876,0.666,-3.078,0.0414,0.0,194840,0.552,True,3.0,pop
20,2011,21,6SKwQghsR8AISlxhcwyA9R,Marry You,Bruno Mars,6J84szYCnMfzEcvIcfWMFL,Doo-Wops & Hooligans,['pop'],75,144.926,0.832,0.62,-4.848,0.036,0.0,230120,0.481,False,4.0,pop
21,2011,22,0C4ejWmOTMv8vuYj85mf8m,S&M,Rihanna,7vN82vd1Vq44fjlhjfvHJp,Loud,"['barbadian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'r&b', 'urban contemporary']",75,127.975,0.682,0.767,-5.02,0.042,0.00016,243533,0.833,False,4.0,pop
22,2011,23,1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,Calvin Harris,7w19PFbxAjwZ7UVNp9z0uT,18 Months,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",81,127.937,0.924,0.707,-2.842,0.031,0.00703,206413,0.919,False,3.0,edm
23,2011,24,2fTsFCKRFQ5M0igJgabnLA,Price Tag,Jessie J,0BZbTNqpXFg6lxNv78X7Lp,Who You Are (Platinum Edition),"['dance pop', 'electropop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'viral pop']",72,175.015,0.831,0.636,-3.945,0.182,3.85e-06,223053,0.668,False,4.0,pop
24,2011,25,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),David Guetta,4bTjdxhRRUiWfwj200f9Kl,Nothing but the Beat (Ultimate Edition),"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",79,126.062,0.787,0.604,-3.674,0.103,0.15,245040,0.301,False,4.0,pop
25,2011,26,16Of7eeW44kt0a1M0nitHM,You Make Me Feel... (feat. Sabi),Cobra Starship,5gXDrzBIzmAhiE0dNKwy0i,Night Shades,"['dance pop', 'electropop', 'neon pop punk', 'pop punk', 'post-teen pop']",70,131.959,0.857,0.668,-2.944,0.0535,6.71e-06,215693,0.748,False,4.0,pop
26,2011,27,3lBRNqXjPp2j3JMTCXDTNO,Best Thing I Never Had,Beyoncé,1gIC63gC3B7o7FfpPACZQJ,4,"['dance pop', 'pop', 'post-teen pop', 'r&b']",72,99.099,0.649,0.545,-4.062,0.0324,1.57e-05,253746,0.297,False,4.0,pop
27,2011,28,30XU4suKzCeoCK9YFzdufg,Born This Way,Lady Gaga,6LY3AerY6KNGOPsNPL63Kk,Born This Way (International Special Edition Version),"['dance pop', 'pop', 'pop dance']",73,123.907,0.828,0.587,-5.108,0.161,0.0,260253,0.494,False,4.0,pop
28,2011,29,3LUWWox8YYykohBbHUrrxd,We R Who We R,Kesha,0pGumY11G8OGH05ti6jh23,Cannibal (Expanded Edition),"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']",72,119.95,0.817,0.736,-4.9,0.0407,0.00167,204760,0.653,False,3.0,pop
29,2011,30,0U10zFw4GlBacOy9VDGfGL,We Found Love,Rihanna,1Kw1bVd07oRqcjrcjQKC8T,Talk That Talk,"['barbadian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'r&b', 'urban contemporary']",74,127.985,0.766,0.735,-4.485,0.0383,0.00138,215226,0.6,False,4.0,pop
30,2011,31,3ZuiIFm9nRnkRz8AZAekjJ,Rocketeer,Far East Movement,4axgysRjIB7ToC0DA7uxXC,Free Wired,"['asian american hip hop', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",64,96.005,0.845,0.664,-6.115,0.0461,0.0,211253,0.357,False,4.0,pop
31,2011,32,3UN6cIn3VIyg0z1LCuFSum,Without You (feat. Usher),David Guetta,4bTjdxhRRUiWfwj200f9Kl,Nothing but the Beat (Ultimate Edition),"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",70,127.884,0.614,0.608,-3.727,0.0285,4.06e-06,208133,0.402,False,3.0,pop
32,2011,33,2i0AUcEnsDm3dsqLrFWUCq,Tonight Tonight,Hot Chelle Rae,0UkgnXc0w7qiRE2X086BdN,Whatever,"['dance pop', 'neon pop punk', 'pop', 'pop punk', 'pop rock', 'post-teen pop', 'viral pop']",75,99.978,0.783,0.686,-4.977,0.119,0.0,200466,0.814,False,3.0,pop
33,2011,34,4SEZthmPtszZPaktPLRX6J,F**kin' Perfect,P!nk,3nR5vEcIp8UzOJgkw8G8yX,Greatest Hits...So Far!!!,"['dance pop', 'pop', 'post-teen pop']",63,91.965,0.671,0.563,-4.788,0.0372,0.0,213413,0.45,True,4.0,pop
34,2011,35,6lc1Rq31ILjpydczoURQPb,Mr. Saxobeat,Alexandra Stan,5nMmYCrt1DoGUZWyXfTDJ5,Saxobeats,"['dance pop', 'pop dance', 'romanian pop']",13,126.976,0.931,0.726,-4.152,0.0468,0.000283,195105,0.797,False,3.0,pop
35,2011,36,5PKWUDfQFtc5qqo8cs1gQp,Set Fire to the Rain,Adele,7n3QJc7TBOxXtlYh4Ssll8,21,"['british soul', 'pop', 'pop soul', 'uk pop']",40,107.995,0.67,0.603,-3.882,0.0249,1.66e-06,242973,0.445,False,4.0,pop
36,2011,37,34h7O0d0ToOB60zYSFkGKH,Love On Top,Beyoncé,6sUoihv7EBflLLP4VriHUe,4,"['dance pop', 'pop', 'post-teen pop', 'r&b']",46,94.1,0.748,0.652,-5.242,0.0887,0.0,267413,0.652,False,4.0,pop
37,2011,38,6qUSs4FDzZUdAhY6JDIJfa,Who's That Chick? (feat. Rihanna),David Guetta,5DJc5qCdB5pPrDO97LXjeW,One More Love,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",68,127.938,0.602,0.675,-4.733,0.116,0.0,201040,0.933,False,3.0,pop
38,2011,39,5FTCKvxzqy72ceS4Ujux4N,What's My Name?,Rihanna,7vN82vd1Vq44fjlhjfvHJp,Loud,"['barbadian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'r&b', 'urban contemporary']",69,100.025,0.786,0.692,-2.959,0.069,0.0,263173,0.583,False,4.0,pop
39,2011,40,3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,Black Eyed Peas,3IpexNXiKbezuY526S4Jvy,The Beginning,"['dance pop', 'pop', 'pop dance', 'pop rap']",74,94.05,0.628,0.659,-8.685,0.179,0.0,219426,0.262,False,4.0,pop
40,2011,41,6z5Yh7kOKeLjqIsNdokIpU,A Thousand Years,Christina Perri,2lkbTVYUYHXoXt17WXIAVc,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",68,139.028,0.407,0.421,-7.445,0.0267,0.000961,285120,0.161,False,5.0,pop
41,2011,42,57F80059mWaWFvWG3tBTbO,The Edge Of Glory,Lady Gaga,6LY3AerY6KNGOPsNPL63Kk,Born This Way (International Special Edition Version),"['dance pop', 'pop', 'pop dance']",66,127.952,0.768,0.583,-6.477,0.041,0.0162,320546,0.357,False,5.0,pop
42,2011,43,386RUes7n1uM1yfzgeUuwp,The Lazy Song,Bruno Mars,6J84szYCnMfzEcvIcfWMFL,Doo-Wops & Hooligans,['pop'],75,174.943,0.804,0.738,-3.851,0.0621,0.0,190213,0.949,False,3.0,pop
43,2011,44,2QtxlzvSBONjs1bDC34ixs,Yeah 3x,Chris Brown,6df0qvkMXoyHGt9J8cujZb,F.A.M.E. (Expanded Edition),"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",70,130.0,0.882,0.705,-3.201,0.0445,1.16e-06,241666,0.7,True,4.0,pop
44,2011,45,36ux3YuUsGTWPT8fXclS45,E.T.,Katy Perry,5BvgP623rtvlc0HDcpzquz,Katy Perry - Teenage Dream: The Complete Confection,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",66,151.684,0.869,0.62,-5.252,0.175,0.0,229573,0.76,False,4.0,pop
45,2011,46,6QPKYGnAW9QozVz2dSWqRg,Someone Like You,Adele,7n3QJc7TBOxXtlYh4Ssll8,21,"['british soul', 'pop', 'pop soul', 'uk pop']",44,135.047,0.321,0.554,-8.251,0.028,0.0,285240,0.288,False,5.0,pop
46,2011,47,5cCAZS9VhLGEDV4NCfieeg,I Wanna Go,Britney Spears,0oFBaXLFsUVa2gEmJf4FcJ,Femme Fatale (Deluxe Version),"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",67,130.002,0.546,0.696,-6.55,0.0414,3.8e-06,210266,0.787,False,4.0,pop
47,2011,48,6nek1Nin9q48AVZcWs9e9D,Paradise,Coldplay,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,"['permanent wave', 'pop']",80,139.631,0.585,0.449,-6.761,0.0268,8.75e-05,278719,0.212,False,5.0,pop
48,2011,49,2Adn2LNgkHMH5TelQVAu4n,Pretty Girl Rock,Keri Hilson,7lRRlf0zRaSki9s3YVRHcZ,No Boys Allowed,"['dance pop', 'hip pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']",68,160.014,0.87,0.666,-5.004,0.246,0.0,243920,0.9,False,4.0,pop
49,2011,50,0GO8y8jQk1PkHzS31d699N,Tongue Tied,Grouplove,3oylWMc9TTC6Nx4I6U3axc,Never Trust a Happy Song,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",82,112.96,0.936,0.56,-5.835,0.0439,0.0,218013,0.371,False,4.0,rock
50,2011,51,7pAq1IXYZpL42HchCminu6,Don't Hold Your Breath,Nicole Scherzinger,3Y72frMeiDNZlsIorQBES8,Killer Love,"['dance pop', 'electropop', 'europop', 'pop dance', 'post-teen pop']",59,110.955,0.797,0.66,-6.096,0.0262,0.000108,197440,0.674,False,3.0,pop
51,2011,52,1r3myKmjWoOqRip99CmSj1,Don't Wanna Go Home,Jason Derulo,31tCg5RXhY5jpagfCPcQa2,Future History (Deluxe Edition),"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",65,121.956,0.808,0.671,-4.861,0.0652,0.0,206080,0.637,False,3.0,pop
52,2011,53,4aY0tZIaboefmkBEsjAovI,If I Die Young,The Band Perry,6T0TXzF0VSIc8QbUqJrB2w,The Band Perry,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",64,130.739,0.497,0.606,-6.611,0.0277,0.0,222773,0.362,False,4.0,country
53,2011,54,5zpDHEU12zATwLGvozxPw2,Lighters,Bad Meets Evil,5abCMGtyHwpOr9cEbwfP1P,Hell: The Sequel (Deluxe),"['detroit hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",69,90.268,0.695,0.676,-8.327,0.245,0.0,303813,0.144,True,5.0,rap
54,2011,55,2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,Flo Rida,7eLwoxxWs6lfkVYJGkGNbk,Wild Ones,"['dance pop', 'miami hip hop', 'pop', 'pop dance', 'pop rap']",76,128.011,0.89,0.706,-4.444,0.0688,0.00286,248133,0.684,False,4.0,pop
55,2011,56,0aBKFfdyOD1Ttvgv0cfjjJ,More - RedOne Jimmy Joker Remix,Usher,5GNPZT1Bxq0EP7PQDQmK3U,More,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",67,125.083,0.893,0.551,-2.628,0.0543,0.0,219986,0.794,False,4.0,hip hop
56,2011,57,5ubHAQtKuFfiG4FXfLP804,Lego House,Ed Sheeran,02pi98kE0nra0yBqCStzbC,+,"['pop', 'uk pop']",72,159.701,0.637,0.592,-8.48,0.0992,0.0,185093,0.565,False,3.0,pop
57,2011,58,3pYDZTJM2tVBUhIRifWVzI,Blow,Kesha,0pGumY11G8OGH05ti6jh23,Cannibal (Expanded Edition),"['dance pop', 'electropop', 'pop', 'pop dance', 'post-teen pop']",65,120.013,0.729,0.753,-3.862,0.0392,5.66e-05,219973,0.812,False,4.0,pop
58,2011,59,3nMb7ToWIxYvmaIG20z6ux,Tonight (I'm Fuckin' You),Enrique Iglesias,5JNhQFH8HMKQWP4SITzdoc,Euphoria,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",63,125.953,0.89,0.648,-3.982,0.0523,3.58e-06,232213,0.321,True,4.0,pop
59,2011,60,38iU2jg98IZZEIJPrP7aWD,Till the World Ends,Britney Spears,0oFBaXLFsUVa2gEmJf4FcJ,Femme Fatale (Deluxe Version),"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",67,131.951,0.705,0.693,-5.747,0.0665,0.0,237946,0.45,False,4.0,pop
60,2011,61,6OtCIsQZ64Vs1EbzztvAv4,Good Life,OneRepublic,2pLAOZiilrhOrTQNqrF8qr,Waking Up,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop dance', 'pop rock']",72,94.988,0.69,0.634,-7.804,0.052,0.0,253306,0.645,True,4.0,pop
61,2011,62,0HZhYMZOcUzZKSFwPOti6m,Jar of Hearts,Christina Perri,3XNK8vPk3O1rjhDZyOMJ6n,lovestrong.,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",74,74.541,0.348,0.349,-6.142,0.0316,0.0,246587,0.0886,False,4.0,pop
62,2011,63,3rfhI32Il2hVRKDkuGeeen,Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,4rG0MhkU6UojACJxkMHIXB,Planet Pit (Deluxe Version),"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop dance', 'pop rap']",71,128.024,0.912,0.595,-3.428,0.0884,0.0,234453,0.762,False,4.0,pop
63,2011,64,1VdZ0vKfR5jneCmWIUAMxK,The A Team,Ed Sheeran,0W5GGnapMz0VwemQvJDqa7,+,"['pop', 'uk pop']",76,84.996,0.289,0.642,-9.918,0.0367,0.0,258373,0.407,False,4.0,pop
64,2011,65,6AxCr5G75R5rqyNCYWVpTo,Higher,Taio Cruz,3h80tQ7iMvnWIE7EdtRhEm,Rokstarr (Special Edition),"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",60,128.027,0.907,0.672,-5.069,0.0721,3.4e-05,187626,0.746,False,3.0,pop
65,2011,66,4wAJ8aQ9Ufj9ylfWESkrDL,Do It Like A Dude,Jessie J,0BZbTNqpXFg6lxNv78X7Lp,Who You Are (Platinum Edition),"['dance pop', 'electropop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'viral pop']",60,140.036,0.843,0.663,-3.672,0.049,0.0,195240,0.375,True,3.0,pop
66,2011,67,70Vdd1gx5tn84jkAU31ASv,Sexy And I Know It,LMFAO,0D49RvtlLCKyxeDKDnBU2R,Sorry For Party Rocking,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",68,130.021,0.861,0.707,-4.225,0.316,0.0,199480,0.795,False,3.0,pop
67,2011,68,22L7bfCiAkJo5xGSQgmiIO,All Of The Lights,Kanye West,20r762YmB5HeofjMCiPMLv,My Beautiful Dark Twisted Fantasy,"['chicago rap', 'rap']",75,142.113,0.803,0.531,-3.284,0.0717,1.71e-05,299613,0.221,True,5.0,rap
68,2011,69,6Iocm6VMu6bVNYwiDoyQFW,Coming Home,Diddy - Dirty Money,2psjRixnoePs8ZqE8cuU5Z,Last Train To Paris,"['hip pop', 'urban contemporary']",70,168.001,0.839,0.392,-1.921,0.193,0.0,238693,0.232,False,4.0,pop
69,2011,70,0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,493HYe7N5pleudEZRyhE7R,All I Want Is You,"['dance pop', 'hip hop', 'pop', 'r&b', 'urban contemporary']",79,81.0,0.603,0.684,-8.127,0.0989,0.000311,195373,0.504,False,3.0,pop
70,2011,71,1f8UCzB3RqIgNkW7QIiIeP,Heart Skips a Beat (feat. Rizzle Kicks),Olly Murs,2OvZ8JCShhvxNkptwoGjve,In Case You Didn't Know,"['dance pop', 'europop', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",60,110.621,0.881,0.843,-3.951,0.0581,0.0,202266,0.876,False,3.0,pop
71,2011,72,1ZOROX1KhC9xipkXFCxeDf,How To Love,Lil Wayne,7oc6i8xUILaWwQ5BJMZS3c,Tha Carter IV (Deluxe),"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",61,153.992,0.661,0.644,-6.093,0.0418,5.23e-06,240306,0.272,False,4.0,rap
72,2011,73,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,7Kmmw7Z5D2UD5MVwdm10sT,Torches,"['indie pop', 'indietronica', 'modern alternative rock', 'modern rock', 'pop', 'rock']",84,127.975,0.71,0.733,-5.849,0.0292,0.115,239600,0.965,False,4.0,rock
73,2011,74,4NTWZqvfQTlOMitlVn6tew,The Show Goes On,Lupe Fiasco,1j0apvEvaWbTmlZpKsfr2D,Lasers,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",72,143.067,0.889,0.591,-3.839,0.115,0.0,239613,0.65,True,4.0,hip hop
74,2011,75,2OXidlnDThZR3zf36k6DVL,Just A Kiss,Lady A,2OecGqWoNWvW2VH4HUixjo,Own The Night,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",65,142.881,0.639,0.593,-5.826,0.0307,0.0,218840,0.332,False,4.0,country
75,2011,76,03tqyYWC9Um2ZqU0ZN849H,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,6MQtWELG7aRX7CkAzQ6nLM,Flockaveli,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",77,131.497,0.595,0.76,-6.366,0.0391,0.0,263773,0.361,True,4.0,rap
76,2011,77,3hsmbFKT5Cujb5GQjqEU39,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,6df0qvkMXoyHGt9J8cujZb,F.A.M.E. (Expanded Edition),"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",72,146.155,0.677,0.767,-6.128,0.184,5.51e-06,222586,0.538,True,4.0,pop
77,2011,78,4RL77hMWUq35NYnPLXBpih,Skinny Love,Birdy,1WGjSVIw0TVfbp5KrOFiP0,Birdy,"['dance pop', 'indie cafe pop', 'pop', 'pop rock']",75,166.467,0.29,0.379,-8.485,0.051,0.00106,201080,0.169,False,3.0,pop
78,2011,79,65hRZOQkVjmBdusz1N7aOv,Save The World,Swedish House Mafia,728voOLBbJUBgK2vooghcS,Save The World,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",66,126.879,0.665,0.507,-7.598,0.0474,0.0,213337,0.4,False,4.0,edm
79,2011,80,3SxiAdI8dP9AaaEz1Z24mn,Earthquake (feat. Tinie Tempah),Labrinth,6PBBbXmYV7dKnaik0fjkOI,Electronic Earth (Expanded Edition),"['dance pop', 'indie poptimism', 'pop', 'post-teen pop']",61,153.071,0.856,0.54,-3.966,0.1,0.0,274600,0.258,True,5.0,pop
80,2011,81,36cmM3MBMWWCFIiQ90U4J8,Bounce (feat. Kelis) - Radio Edit,Calvin Harris,7w19PFbxAjwZ7UVNp9z0uT,18 Months,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",63,127.941,0.963,0.779,-2.125,0.0399,0.493,222186,0.759,False,4.0,edm
81,2011,82,40ogYHQCVmrUJ2jCiM2odT,I Follow Rivers - The Magician Remix,Lykke Li,7dyC777wMpBJHaX1VXArd0,I Follow Rivers (Remixes),"['art pop', 'dance pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",51,122.019,0.709,0.786,-5.737,0.0395,0.00118,281106,0.285,False,5.0,pop
82,2011,83,1AguHaKOuggrVTebp7cZEI,Stereo Love - Radio Edit,Edward Maya,0tGht9KBhk71vOJCHZzhVk,Stereo Love,['romanian pop'],64,127.041,0.783,0.799,-3.896,0.0322,0.0186,184573,0.586,False,3.0,pop
83,2011,84,0YDWyllPwj0FOrdrCjnn9G,Read All About It,Professor Green,7AUUdfnF7LEWmVai77xZC5,Read All About It,['grime'],41,100.963,0.752,0.656,-5.522,0.0434,0.0,235735,0.445,True,4.0,other
84,2011,85,7mdNKXxia7AeSuJqjjA2rb,Beautiful People,Chris Brown,5jdzXYmv7zWMdoJzcXrFQ9,2010s Hits,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",55,127.898,0.775,0.415,-6.366,0.161,0.00431,225881,0.536,False,4.0,pop
85,2011,86,0x3TibRgnSqzkcwrqBd4iX,Down On Me,Jeremih,3sGj0fBj5EJbewKgCWA1uD,All About You,"['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",71,160.041,0.598,0.7,-7.783,0.114,0.0,228453,0.594,False,4.0,rap
86,2011,87,6LxSe8YmdPxy095Ux6znaQ,Headlines,Drake,6X1x82kppWZmDzlXXK3y3q,Take Care (Deluxe),"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",73,151.894,0.566,0.636,-7.16,0.106,0.000353,235986,0.425,True,4.0,rap
87,2011,88,2pTNWzSQZy5CKkIgKly71j,Changed the Way You Kiss Me - Radio Edit,Example,6bATrh9LeKkwdXWiaqbLWq,Changed the Way You Kiss Me (Remixes),"['dance pop', 'grime', 'hip house', 'house', 'pop dance', 'tropical house', 'uk dance']",43,126.979,0.857,0.578,-3.78,0.041,0.00162,195466,0.188,False,3.0,edm
88,2011,89,1Fxp4LBWsNC58NwnGAXJld,Down With The Trumpets,Rizzle Kicks,7dn5EHt0T7jdPf4q0ljrmp,Stereo Typical,"['pop rap', 'uk hip hop']",59,115.057,0.88,0.753,-4.689,0.0806,0.0,186851,0.794,False,3.0,hip hop
89,2011,90,4TBK6E1ERSKdIvD1jF4lt5,Louder (feat. Sian Evans) - Radio Edit,DJ Fresh,5IqZHG6yO5SL6biWicPG3Y,Nextlevelism,"['drum and bass', 'house', 'pop dance', 'tropical house', 'uk dance']",56,139.85,0.926,0.31,-1.131,0.0464,0.00792,206776,0.493,False,3.0,edm
90,2011,91,7BmI4hAj6dXIQgA77ZlOzm,Buzzin Remix,Mann,2yip0DrYSHtCeNqLf1LIxF,Mann's World,[],39,104.029,0.939,0.687,-4.372,0.146,0.0,224333,0.539,True,4.0,other
91,2011,92,2U8g9wVcUu9wsg6i7sFSv8,Every Teardrop Is a Waterfall,Coldplay,2R7iJz5uaHjLEVnMkloO18,Mylo Xyloto,"['permanent wave', 'pop']",69,117.98,0.732,0.425,-6.883,0.0396,0.0103,240796,0.333,False,4.0,pop
92,2011,93,5A6OHHy73AR5tLxgTc98zz,Black and Yellow,Wiz Khalifa,6ZOXiVL8rmk2ATHJiFJhiD,Rolling Papers,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",75,164.02,0.834,0.684,-4.524,0.0675,0.0,217666,0.538,True,4.0,rap
93,2011,94,4lY95OMGb9WxP6IYut64ir,Shake It Out,Florence + The Machine,5SxudoALxEAVh9l83kSebx,Ceremonials (Deluxe Edition),"['baroque pop', 'pop', 'uk alternative pop']",63,107.486,0.804,0.527,-4.168,0.0358,0.0,277720,0.221,False,5.0,pop
94,2011,95,2hi6E31kMuHTcG0B18N7jP,Champion (feat. Chris Brown),Chip,6df0qvkMXoyHGt9J8cujZb,F.A.M.E. (Expanded Edition),"['grime', 'instrumental grime', 'london rap', 'uk hip hop']",49,190.151,0.934,0.415,-2.914,0.24,0.0,237293,0.52,True,4.0,other
95,2011,96,0IF7bHzCXCZoKNog5vBC4g,Wherever You Will Go,Charlene Soraia,3cp5RYHZb5KUyglxaHd3Lh,Wherever You Will Go,['neo-singer-songwriter'],60,111.202,0.115,0.597,-9.217,0.0334,0.000215,197577,0.128,False,3.0,singer-songwriter
96,2011,97,0U3xEfWLX4slslHJaAorSw,Honey Bee,Blake Shelton,1NPCjp8s7RPGujZdBjca90,Red River Blue (Deluxe Edition),"['contemporary country', 'country', 'country road', 'oklahoma country']",47,205.57,0.849,0.481,-5.131,0.0385,1.49e-06,210720,0.723,False,4.0,country
97,2011,98,6rbhWExtuchhpLC5fHnB8n,Motivation,Kelly Rowland,673D6VTmxJquUg31Wq1j0S,Here I Am (Deluxe Version),"['atl hip hop', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",62,140.889,0.672,0.744,-5.589,0.0418,0.000123,230560,0.266,False,4.0,pop
98,2011,99,6GyFP1nfCDB8lbD2bG0Hq9,Midnight City,M83,6EB14IXV5oyOiItGBv7mtG,"Hurry up, We're Dreaming","['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",76,105.013,0.729,0.507,-5.399,0.0393,1.4e-06,243960,0.272,False,4.0,pop
0,2012,1,13b3kZAjZGltp76ed4u1m3,Somebody That I Used To Know,Gotye,1IK9TiiPVoPkjBW5VP9MqG,Somebody That I Used To Know,['australian pop'],57,129.054,0.527,0.863,-6.896,0.0358,0.000168,244884,0.674,False,4.0,pop
1,2012,2,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,Carly Rae Jepsen,6SSSF9Y6MiPdQoxqBptrR2,Kiss,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'post-teen pop']",78,120.021,0.58,0.783,-6.548,0.0408,2.28e-06,193400,0.66,False,3.0,pop
2,2012,3,5rgy6ghBq1eRApCkeUdJXf,We Are Young (feat. Janelle Monáe),fun.,7m7F7SQ3BXvIpvOgjW51Gp,Some Nights,"['baroque pop', 'metropopolis', 'modern rock', 'pop', 'pop rock']",76,184.086,0.638,0.378,-5.576,0.075,7.66e-05,250626,0.735,False,4.0,pop
3,2012,4,0U10zFw4GlBacOy9VDGfGL,We Found Love,Rihanna,1Kw1bVd07oRqcjrcjQKC8T,Talk That Talk,"['barbadian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'r&b', 'urban contemporary']",74,127.985,0.766,0.735,-4.485,0.0383,0.00138,215226,0.6,False,4.0,pop
4,2012,5,5PKWUDfQFtc5qqo8cs1gQp,Set Fire to the Rain,Adele,7n3QJc7TBOxXtlYh4Ssll8,21,"['british soul', 'pop', 'pop soul', 'uk pop']",40,107.995,0.67,0.603,-3.882,0.0249,1.66e-06,242973,0.445,False,4.0,pop
